10000 1000000
8756 8196 661
4367 7440 422
8796 8481 231
7966 6936 78
8864 4615 85
1292 8889 321
9900 7997 916
6404 3017 932
1505 6321 796
4215 1279 118
8350 7996 732
2691 1281 767
6302 3146 608
362 1747 275
1235 193 837
5139 2879 203
9512 1229 365
912 633 701
2061 8098 212
2090 7937 506
1166 2244 427
8194 2980 289
620 6192 968
260 8232 763
2762 2240 72
5320 1828 374
5193 463 865
8291 8014 367
7290 3038 54
4219 8910 477
1738 6916 94
6624 760 765
878 9035 607
3956 5211 284
7336 7974 183
4111 3110 158
6754 1742 287
9381 1460 863
380 2860 223
3027 4123 419
6525 926 98
1865 7160 625
7069 1889 998
8040 6786 909
2063 5427 287
6623 1483 834
4888 6321 101
2249 2665 542
5912 9612 269
9608 9200 985
4928 5859 250
2734 1580 159
2801 1300 124
3281 1500 301
457 1090 214
2438 9498 338
3153 9426 150
4943 4359 102
7350 690 988
2054 3119 929
1562 5601 351
5297 7229 273
6682 1772 500
9807 6657 47
6189 2738 898
6303 4468 548
6152 5470 864
9432 1953 277
9866 8905 365
5043 4655 447
62 4456 78
2672 293 152
2119 69 695
9300 8570 300
1264 9439 951
336 6469 626
4580 7676 552
8178 2522 345
5274 1453 614
651 7929 845
1312 7558 993
697 6245 388
2257 5166 572
2677 1226 504
4194 2698 229
5211 8677 413
327 153 547
8578 2943 499
9843 9725 607
1401 8061 187
955 5837 241
2531 5289 69
655 1106 750
1009 2453 200
6035 8734 807
5592 4464 321
5663 6810 990
5264 7099 958
5618 1084 377
9371 8762 581
9995 2417 943
90 6425 407
9358 2125 536
9403 8363 787
3671 6814 835
9790 3737 104
1145 5236 510
9973 6542 803
3435 436 339
8783 9757 190
1073 9761 769
9724 5949 417
1775 9951 386
2516 4768 124
2041 5805 187
2449 5814 211
3431 3620 102
3180 2615 707
1758 1429 199
6870 7003 703
5239 4424 539
2689 4205 139
3594 5463 760
1594 5225 283
205 125 610
3336 6011 306
8747 3213 967
1097 9439 772
4308 6292 194
6441 4449 899
5807 1498 867
5089 5036 427
5981 6958 885
8323 6105 801
6452 1534 77
9993 1138 45
8917 3446 461
7746 2517 100
9990 6579 331
3673 1112 243
4170 8763 663
3100 9467 315
1506 6205 308
473 9962 626
2339 3668 528
1785 5544 282
6432 8583 69
8304 3863 331
109 5165 647
2827 3880 518
5130 2059 59
3755 7160 469
9634 4025 434
4094 147 344
5326 2924 722
4667 7667 210
5664 7747 301
5159 9029 663
7083 9111 52
6150 33 184
3338 7121 591
6581 6720 929
3720 8876 213
2388 4625 394
5402 4503 134
7223 9957 475
2841 4071 766
5010 4010 782
7941 8688 910
4870 4221 527
9096 108 575
6648 9401 496
1064 6094 782
7775 7627 150
1879 7007 634
4323 4715 367
2081 9256 427
2509 5429 591
4511 2565 4
5591 1782 198
9784 1265 311
9007 9971 439
285 9364 903
3928 2092 686
1215 8249 244
6503 3781 129
3137 2597 270
5670 785 11
8451 208 805
4123 5106 831
6619 3888 719
1609 7285 404
3546 7228 349
5261 197 482
514 1951 263
1709 3727 271
4569 5396 412
3481 1173 535
3332 221 786
8815 7251 381
4261 486 982
1237 9787 499
1139 5167 137
3211 219 562
2673 8691 566
5905 7143 921
5271 7487 728
7099 917 208
739 2025 18
1525 4595 185
5053 7833 440
7069 5559 61
6752 8680 159
3025 2544 620
4228 9766 89
3106 7521 538
518 3266 384
3637 778 693
8167 1571 52
2076 2329 293
3174 6571 347
4316 6452 930
3476 7952 815
9349 9887 881
5301 988 636
2119 622 628
9814 476 137
8128 6432 301
8529 45 53
1321 5410 412
507 7879 673
8485 954 131
8202 3228 405
4209 699 839
5723 4903 649
2308 256 122
745 5652 431
2572 7845 107
3614 4832 464
6735 3553 14
3169 8184 630
6813 8212 610
993 1044 399
2909 4616 919
9583 1462 728
8168 2950 702
3426 2635 99
804 2366 344
3199 4455 360
4816 8429 878
8488 9043 684
7081 7940 345
4263 5965 231
6272 7749 337
4315 6353 237
7817 8036 895
5179 4762 12
2397 908 849
9407 6916 460
4137 3639 938
6606 7228 634
7557 9716 490
5800 5122 619
431 1173 311
7981 8835 835
9524 1749 939
2157 6252 248
5841 6873 840
1305 8902 803
9302 6494 747
1070 1952 833
3872 6346 945
3810 8708 824
3645 308 48
2194 7099 571
7915 7952 916
5583 2034 399
4175 6699 117
5973 9207 532
2018 9820 720
7265 9191 210
9423 3489 467
4640 6924 823
5748 8381 438
9340 3118 840
2513 7834 450
1883 1550 304
939 8978 325
1021 1359 732
1393 8965 799
1233 3076 287
6859 2449 854
1316 3015 811
2078 837 712
8421 9120 401
9315 2700 642
4164 1817 319
8525 2732 134
9442 4408 805
4808 8693 363
9114 3202 489
4072 6777 371
3426 8082 411
1264 8979 832
4990 8239 549
123 5448 325
987 3618 684
1537 4147 254
5250 1194 639
7225 1771 322
4960 904 877
3851 9042 116
8613 8518 831
2443 7105 580
1319 3686 556
551 1222 829
305 5588 336
9234 8017 462
9467 5094 384
3664 3150 115
9641 32 982
5555 480 8
2472 9010 715
834 9542 170
9452 1847 319
8442 9671 816
8117 9998 682
829 1831 604
5208 2526 138
7066 5069 402
5197 2814 928
388 3316 20
4897 1683 768
6841 2081 298
4244 2638 663
8828 2646 268
6927 643 224
9950 1517 672
1091 3095 200
3399 5211 507
8900 1487 151
2719 4759 795
9565 1010 205
578 696 345
2719 2702 814
1691 5430 513
7377 6057 779
5830 3006 453
2247 6539 189
4623 990 54
899 1494 269
4739 2498 810
9122 2024 640
8616 9986 643
8920 5800 342
776 1180 222
6544 8228 904
1116 9592 257
724 9747 479
8911 3598 812
1922 3907 965
2153 5180 126
2281 4252 730
5623 2377 122
9196 4765 305
4019 9947 872
7623 5216 940
5826 2813 981
6650 4537 888
9663 4167 729
8691 7965 553
7766 5506 3
47 2145 486
813 271 274
2278 222 476
5807 6951 290
1263 1220 449
7814 696 738
1367 1790 53
6106 1544 696
4536 6422 416
6080 1916 464
3321 2666 336
1163 7698 786
979 2252 211
7142 2568 48
8843 5550 971
4958 4281 329
6854 9490 156
4866 8126 819
5384 4998 926
1302 4538 410
232 1977 933
3616 5571 563
481 4214 57
972 8173 894
7435 8473 236
8457 4847 925
3751 4511 947
2538 8142 762
1848 9450 348
1401 5133 7
1362 7231 446
774 1744 519
934 1374 277
2569 4297 285
3359 3874 770
1402 5942 660
4420 2770 182
9833 137 599
1540 9660 745
3312 2538 923
5277 9603 113
224 4573 190
9962 6849 384
3730 8167 250
1847 391 431
3302 3846 439
7435 1387 903
146 889 492
3381 1344 676
5360 6958 542
9019 2559 282
6758 7152 447
3958 5341 573
1353 9289 375
968 1990 264
7067 2582 847
400 4433 81
7770 950 617
3355 9394 970
7498 8800 467
2560 6894 501
7359 6697 196
3604 918 552
8733 2982 815
8082 6840 628
8265 6986 150
9153 7483 288
3022 7308 538
1341 2494 158
1288 5385 80
7530 6696 960
8472 5123 488
6849 2197 151
4576 751 751
6280 8010 493
1486 367 243
2397 9791 963
4866 2756 672
1275 4693 716
4971 2623 694
630 2325 912
259 3014 723
1860 1109 688
5067 991 499
3725 8449 876
858 2696 403
4615 5119 668
3644 914 638
3752 4331 367
474 9352 597
477 610 955
3037 9231 89
9487 2056 475
5341 4451 623
7930 1763 814
9826 1718 562
6752 5184 27
168 956 140
3780 8430 45
4578 2196 298
7983 7522 681
4088 302 806
1446 9265 1000
5569 2471 655
2058 8690 484
1418 855 690
2129 1979 168
1731 8408 173
2278 250 633
9664 4320 315
2182 3415 185
9934 1768 600
4610 5490 88
892 1833 680
220 6735 106
4267 3254 509
6366 8341 993
459 5464 359
1991 481 95
3385 5285 674
5748 5455 168
9841 5309 535
6928 9077 733
6967 4302 916
4597 7655 558
5978 7299 488
9924 7383 376
5186 7249 952
5392 6962 737
6988 5752 390
2980 8737 17
1006 7715 684
5424 8662 519
5750 4830 111
2319 3672 443
448 5645 439
7979 1946 606
5019 529 809
9591 1998 800
1104 6226 974
5172 1864 423
8360 8556 504
6133 3755 126
5717 2955 625
7296 7813 507
3351 4196 294
5416 5708 919
6189 3732 22
9977 2360 5
4088 5038 596
7822 7664 872
8069 2934 45
5062 7926 402
2824 3772 664
606 7586 417
3667 8696 835
1603 4540 734
2733 4691 935
414 5333 422
5041 4000 859
2273 23 568
3884 2307 758
1955 608 461
5493 5253 506
2636 1476 831
6619 6688 900
3342 8332 368
3593 3600 769
3202 2112 558
552 1262 467
6835 3175 61
1722 3715 489
5426 4550 318
9988 1571 319
6033 7393 787
410 5938 98
2170 3556 250
7403 9497 165
7618 619 327
922 2637 110
8859 5978 688
2962 4948 640
9306 53 63
2432 8989 820
4649 4696 766
5589 9391 936
2721 9108 846
5767 293 335
2713 1093 146
4671 3845 981
4380 9735 569
9801 9824 600
1627 5040 638
773 6792 355
7532 880 288
567 9389 401
3706 9661 475
4331 5217 22
7402 1600 56
1214 4868 861
7816 2171 692
2406 2555 280
8113 3570 351
3959 9505 84
9735 4068 390
875 10 248
8941 8123 457
3970 48 99
1445 5352 246
4803 9604 222
4768 9785 955
5115 4459 979
6891 4971 978
6676 9265 892
2254 9283 701
7528 932 521
6197 1546 268
9060 5434 864
5024 1252 140
9694 8474 199
6339 6597 403
920 3607 48
9276 195 8
1745 3844 482
880 1066 380
5702 6766 389
7082 1035 298
8691 1752 611
2305 7216 233
4894 1989 731
1547 8394 594
300 8646 538
2337 3477 440
6959 5293 120
5449 7570 351
7523 965 264
9917 7081 478
2945 6604 883
1619 9674 160
3766 5277 923
8843 5898 661
978 537 879
894 3392 474
8134 2422 672
302 3247 507
424 5375 929
4945 3561 857
140 6902 884
128 2632 227
2299 3178 214
2581 6263 844
7358 1362 348
474 5097 737
3436 594 433
1169 2881 595
558 8610 23
4507 9982 770
7024 9485 20
2974 9960 108
4442 7160 976
2763 1813 586
2690 4659 389
2520 7431 734
6338 936 448
4324 7446 241
9805 64 419
1408 5284 628
4837 2506 292
137 3929 48
6501 1856 993
524 2344 886
4575 6741 779
4049 720 511
6116 3558 578
563 3488 748
8679 5713 291
8754 9471 66
9462 1204 198
2588 6571 36
8913 9076 629
8371 2172 741
9119 5286 548
5458 1029 317
7231 1350 998
8225 7080 612
5321 6420 609
1366 4990 459
6109 1801 423
5716 3733 96
3993 9133 200
1974 1184 989
5104 4713 400
6218 2028 406
1077 4196 530
3994 139 269
3910 1176 848
2846 8324 617
214 4377 97
1867 8687 407
2115 6193 873
2450 2480 258
6362 9580 752
9042 7452 901
3043 1905 626
1026 8175 894
4080 5773 549
8884 7850 690
8160 3342 309
3175 3216 912
9106 763 554
91 5793 548
9907 297 386
1593 1671 984
9785 1350 680
8118 5386 343
3271 4027 732
7828 6710 652
6967 9873 454
2562 6425 463
133 668 867
3683 7089 957
5078 4052 441
3079 2872 565
1756 2244 617
7243 9510 796
5641 4884 332
6569 51 726
5007 8378 282
163 8732 398
2214 2675 866
1563 1624 495
6596 3912 702
6807 4276 429
8490 6908 977
1946 7345 436
8764 580 873
2470 7767 376
7949 9531 282
4284 578 634
4557 1964 725
699 4351 693
5816 5833 263
975 2505 139
8275 1294 774
9188 6549 445
6549 5115 684
7252 2727 522
6000 9260 430
2635 140 640
8824 6425 721
7147 9202 743
1774 3125 755
4626 3199 498
7968 7823 975
1370 3371 581
6502 3548 966
2761 4041 486
8175 8774 146
7772 642 369
1800 6681 205
2813 5808 729
735 783 462
4685 3660 52
9315 6279 380
7192 79 345
8910 1507 125
6477 2621 228
7663 471 911
9814 746 678
20 1335 56
5727 5950 503
4099 5288 444
805 882 753
3342 8740 228
6774 7919 593
7666 2378 391
2066 9518 156
8107 8344 727
5637 7708 343
4196 108 341
3887 8279 826
2490 5945 803
4442 816 404
2046 6668 934
5190 2500 407
2339 9872 594
5240 2895 667
2473 9470 845
9270 4618 666
4386 1235 196
2060 4724 734
5557 2568 826
6068 605 762
2699 5310 645
2596 7916 894
9562 4338 34
1024 7093 950
6476 7134 291
4033 4901 515
1383 4404 45
455 9504 992
9033 1844 406
1036 5658 334
9583 2982 433
2555 2800 132
1036 665 993
7637 8134 892
5280 1752 518
9863 6120 925
6830 8638 161
9362 5770 413
7656 2219 545
9637 172 616
6848 532 35
3467 4244 285
2140 3912 701
9065 6571 684
5998 4865 115
855 1839 274
3818 4050 791
3933 2227 689
42 3716 346
815 592 790
500 5957 264
1166 8694 496
4241 5937 664
6113 6009 190
2106 1717 929
842 7284 115
2875 5316 746
8482 2375 740
3437 325 331
8834 9268 126
8492 6960 894
259 3259 289
6518 8994 957
5671 9313 493
3851 3328 278
6181 1954 62
1272 7194 418
958 3040 175
9848 6071 666
5060 847 229
7207 6120 953
5829 6848 115
1929 6680 624
4624 7344 962
661 5360 103
5907 4283 409
9826 4397 72
462 2465 503
5716 2829 867
3491 1529 371
6511 8211 636
7890 7563 544
7173 805 392
6388 4022 709
3486 360 861
2140 3105 459
6595 2470 393
8762 749 177
8165 891 404
2308 5941 612
1975 5756 504
2592 8094 896
2800 3971 103
5074 2491 647
4206 465 415
2227 6077 269
6803 3451 906
1953 1981 559
435 7149 35
2457 8710 340
7969 7642 177
2674 3198 101
1924 2162 542
9065 8556 818
9508 7575 652
790 2371 516
5306 3870 869
4106 109 205
67 4217 867
9624 1674 580
1595 86 738
8118 1944 920
2455 4484 978
5754 8750 972
1845 1727 762
3215 3365 791
6691 2112 534
6433 2868 342
7078 4926 585
2024 7886 329
9697 2012 48
3232 5838 117
9787 8886 52
3640 1330 965
8349 4319 177
2160 8959 577
5745 1582 272
6642 7964 749
509 9384 648
3113 6297 645
2198 2407 299
8519 5482 394
6754 7282 656
2693 6033 999
223 3883 424
2761 7533 455
5279 3567 142
1764 9228 298
9497 7417 174
6328 8579 706
490 9775 850
1677 2090 848
1452 7148 203
9255 9336 239
7676 1155 460
6571 8291 555
2652 8461 677
7400 6330 839
416 2744 305
6981 5287 133
2480 3380 498
8527 7228 761
3193 4603 406
3137 5011 438
9844 251 913
2628 1005 6
7978 7459 212
1504 5680 829
5258 2496 592
1231 1832 914
5645 4475 141
1374 2324 786
3404 6110 583
3725 2993 930
5445 3074 86
6144 4432 243
7685 1874 6
990 6917 376
4994 4465 758
8733 2222 860
5755 9096 947
1205 2603 158
5772 679 167
3265 7119 468
7992 222 823
7316 3247 161
2039 1843 42
4980 8577 276
2367 3097 121
7889 5358 101
9348 7961 520
627 530 946
4438 3629 723
5751 2064 57
4435 6215 309
829 5746 495
6983 2734 932
3397 8130 539
6514 5920 400
1952 5849 509
2350 9324 502
655 8216 447
1263 928 434
8753 2963 949
8301 2064 18
9702 3711 779
2496 5574 476
2914 884 39
4774 9914 296
4635 4608 166
4465 4476 268
5358 533 258
1235 7126 796
8873 688 818
8120 3459 984
9891 8664 22
3260 874 61
3984 5204 447
8238 9023 324
9771 5792 856
3947 69 528
3451 5719 64
5712 4854 81
1983 3405 781
8385 5752 685
3523 9358 267
4809 9398 767
2044 269 481
8992 7113 480
2381 7629 860
5228 3013 653
4580 4530 913
418 2461 731
7469 6867 723
3702 8717 983
2508 4912 71
239 877 874
8500 1252 855
37 2264 624
7886 2513 413
7435 3293 367
784 4950 569
7879 7266 384
2221 6054 53
3274 4843 544
5434 3088 558
7871 7122 263
6515 492 216
7553 1095 910
9912 5953 551
1801 2943 618
1125 7147 213
2213 4476 79
502 1057 66
2630 5756 686
8976 3357 756
780 248 407
2334 836 61
5759 7244 195
9445 5681 555
9988 2059 371
3661 4486 345
1839 663 676
2088 8654 384
6657 3803 838
6577 6752 973
3219 8360 348
2363 3122 894
8284 6596 943
1989 975 148
501 9239 819
2030 6629 349
7094 6032 427
7787 8732 489
2254 897 226
9607 1704 4
3849 5163 999
1265 6747 489
124 4827 219
2496 1009 570
6650 7150 730
4254 5455 321
3856 2703 804
4458 5332 309
6627 3769 641
8047 2305 449
2444 7154 982
8389 2786 113
6328 7431 210
7796 4666 112
7105 1702 113
2624 9029 149
7037 275 101
8369 3746 378
6052 494 963
2178 875 386
6517 1214 216
8003 8828 198
1815 6460 802
3889 6338 61
604 74 698
5228 4929 660
7223 613 141
9628 2407 573
4515 6431 211
204 5963 526
1896 5659 250
3643 9736 680
2346 1664 883
5479 3125 805
9190 3891 91
2189 6033 490
8438 8499 712
7905 7347 71
1135 6861 707
9349 9606 608
6831 7744 292
2748 5998 406
5025 6923 481
6463 414 443
3538 8044 549
2328 9921 948
8725 2491 218
871 1152 896
1844 669 687
3599 8827 958
1248 8285 267
8633 172 807
6467 1291 856
6890 2184 22
9866 159 951
5126 1560 553
3 2825 59
7557 4138 237
7213 1876 463
2734 3659 311
8714 8753 824
2169 8636 207
5028 701 392
4010 2348 616
18 3044 433
3152 4827 8
3062 4101 377
3266 6018 42
7973 8878 648
258 25 39
4887 8376 557
2301 252 4
7105 1321 96
8308 4276 673
8378 950 878
3834 5143 227
1936 7103 410
9010 5979 329
3331 9869 380
7630 3910 467
7981 8959 289
7952 3208 94
8336 5062 365
5782 8474 584
4005 4910 583
734 8978 533
581 9913 117
6584 4038 20
5008 5942 697
1508 6311 735
5012 5453 143
6713 1608 530
4191 5997 201
167 2423 758
4390 2939 924
3461 8296 780
8298 7580 804
6411 8976 147
1714 9400 132
2254 8830 874
5191 6302 628
9679 2787 626
7507 7976 692
9516 3030 203
9139 80 30
7171 9335 762
9724 3733 967
8911 3290 296
2077 1129 678
3273 343 943
2006 2958 808
8820 2965 502
9201 8754 818
5994 5969 874
6362 458 287
8495 2355 308
7648 8909 285
4919 6735 211
5539 6724 722
4615 1135 149
7701 8410 965
6660 6448 860
8833 6235 567
247 431 927
7552 2668 111
1346 4979 561
8325 5376 527
9992 7368 484
490 1443 130
572 1069 582
4341 660 436
5135 6971 984
9966 9204 105
5802 2464 928
6991 9702 390
8582 3045 340
6491 3639 822
7740 8978 264
1043 2246 27
5104 5805 370
5536 2609 771
1211 5280 869
3122 5871 422
8971 4998 609
6668 8782 634
9335 9022 162
6356 6579 627
498 7477 691
9714 1634 217
9950 7734 231
840 4903 832
3586 7376 596
3116 1564 198
8557 9610 90
8881 501 445
869 5084 477
5346 2004 690
2430 410 928
779 1556 823
2983 374 473
75 3148 763
2459 2203 216
6583 8450 321
9522 356 262
5971 299 370
7234 6787 201
5854 2596 37
9556 8107 592
128 7820 647
2698 1065 853
759 7613 362
218 8279 986
9374 5536 705
5724 9503 653
655 8809 247
5084 9402 437
641 2894 315
13 9883 437
1337 9689 231
513 5230 797
5228 7391 699
5914 3475 234
956 2075 453
6474 9402 754
924 7400 645
1478 2000 987
6262 1454 443
2803 1792 580
684 5980 833
8038 2034 101
8527 2794 773
9826 3601 458
5172 1877 736
402 768 267
525 4726 451
6338 3534 715
3440 3801 773
3850 5479 397
4983 95 960
6655 2596 870
8425 2483 665
3461 4601 439
975 5120 69
9831 3713 102
9987 2636 863
7603 941 765
6954 2517 481
3858 7680 833
4331 7286 651
9879 584 653
7998 2978 205
580 8871 811
1324 7540 653
785 1900 716
8733 867 467
1502 6559 518
8206 4723 842
3978 4341 885
9611 4772 783
7438 5873 220
7703 3618 340
7909 9618 783
1179 2033 282
985 5452 727
5771 3618 601
5923 3525 261
239 6684 675
1507 5696 472
8092 9895 802
8954 4705 163
3641 639 358
6561 9141 286
7171 918 950
7411 3111 551
3005 8062 730
4521 2516 33
6482 8143 926
2763 3967 70
6116 1050 430
3377 4044 686
2816 3279 882
1210 2615 376
5023 2106 212
8821 3524 37
5075 6629 60
3202 4628 941
8764 1072 393
8274 4763 288
6684 229 468
5033 1271 201
1241 7514 483
1167 7286 270
8796 1592 76
1357 4918 301
1173 4443 124
2166 4264 465
4813 5021 53
364 2838 39
9017 2906 167
7036 8984 244
6672 271 242
5436 9849 540
2835 3209 841
4575 1400 992
4019 8766 323
6206 8490 725
5700 2808 258
6491 9736 440
75 2255 174
9464 4944 431
8922 1778 876
1426 9272 315
8585 84 233
3329 901 951
4766 4120 403
1132 7263 129
2894 715 275
3068 3580 29
6786 6400 159
3325 5408 201
2717 5732 955
6214 4716 894
9907 1984 46
921 629 953
147 6394 737
5590 3360 216
6551 6822 485
6002 4944 431
4332 5086 541
1031 5589 449
3823 1674 592
8247 9094 167
9715 8118 709
6840 8283 265
262 5642 888
8463 4050 109
4033 8477 59
239 5469 112
6038 3736 285
5717 2292 109
9148 2217 254
6631 3910 570
675 2612 405
5487 9626 80
1536 3717 71
8752 2594 33
7114 2992 724
2259 33 401
2216 4586 712
9262 8806 563
1370 7731 333
5659 9230 360
71 942 417
6736 9436 470
9128 6325 1000
2489 6218 382
3423 7708 618
5708 7904 480
2644 967 188
2054 649 817
9318 5163 728
5651 9804 187
3611 8194 175
1006 217 194
3244 2599 650
3524 1054 535
5362 8003 691
5694 2797 260
9684 1477 876
5866 1606 338
216 9385 236
5486 48 943
4197 5694 574
9996 2890 669
5046 2008 80
7200 5162 309
663 6402 589
4275 9365 592
7316 5165 142
9182 1956 748
416 7311 619
4702 2349 288
6683 8171 427
8435 9673 141
7153 2372 179
97 3021 511
3322 3925 665
6659 7929 251
2400 9498 80
6389 6870 509
8697 1989 232
4039 1105 320
1085 7263 191
7312 6343 492
6549 1835 858
1715 5637 163
2613 4376 650
9275 5651 409
8724 4755 10
5122 9908 806
5315 453 478
3722 64 641
1961 2448 557
9630 1969 734
1195 4634 215
3184 354 609
5772 1731 837
2361 9731 67
3454 7170 587
5424 177 907
922 1242 649
7734 9481 955
9748 1151 845
192 2692 181
4190 9685 521
6200 1205 889
9782 9972 324
6838 1435 378
1668 5096 153
304 5360 914
8023 1691 83
202 8880 342
8478 8310 491
8145 8746 675
9437 206 25
6755 3352 918
7253 7199 915
5637 6052 36
5892 2847 820
1921 7099 174
996 2591 317
5298 4824 841
990 8757 18
3175 1293 38
3133 8087 258
8063 2744 859
7140 2484 17
7706 6761 662
2190 2405 715
4776 2666 457
951 171 616
6463 3446 265
7153 5976 493
7062 2011 620
5180 5414 70
4432 3082 71
950 2006 407
1512 404 986
1183 499 841
2385 7927 511
2561 4311 528
3609 4430 307
3346 8486 418
4835 689 21
4122 1670 244
1946 9804 50
512 6244 239
8996 122 559
6785 4737 104
263 6796 893
7715 1690 409
8260 1324 813
5653 1514 188
4472 4634 735
7552 7636 96
9558 6890 625
350 2853 297
1243 7840 581
57 1431 723
7430 6245 564
6466 1339 236
1327 9865 783
7149 4674 445
391 3796 571
1682 6597 714
4083 9125 305
5471 2602 573
8471 7666 257
2402 952 749
8313 8243 483
3678 8597 709
4749 4127 894
2530 5737 718
7303 9556 484
6901 7283 477
7558 9349 976
5058 7116 411
2712 7076 117
7848 7209 361
557 6005 824
966 141 979
4708 614 397
970 5001 192
3589 3466 935
4550 3157 375
2281 3594 56
7117 7910 831
5253 5741 42
1134 2991 964
4625 3996 284
4534 6851 606
8568 4928 443
830 5781 487
6905 9941 86
7910 616 57
4483 2536 505
2165 4486 376
9029 9504 82
408 3951 163
8477 2583 498
1270 113 387
7475 579 233
8084 9580 582
5137 4491 55
8404 7701 603
2657 5939 927
5479 9753 485
6301 51 568
4628 7473 320
7413 6069 821
2400 7281 62
1153 3185 897
6517 3256 114
3089 7659 636
9565 6699 314
2178 658 612
6826 1380 39
3602 2530 874
